Latitude,Longitude,#,Title,file#,מיקום גוף יוצר,Description,תיאור התיק,תקופת החומר מ,תקופת החומר עד,סוג התיק,שפה,סטטוס חשיפה,subjects,people,locations,events,organization,projects,מספר תיק לציטוט,מספר תיק,מספר תיק ישן,מספר מסמכים בתיק,זכויות יוצרים,מתאריך,עד תאריך,מזהה סימול מקורי,סוג מפה,קנה מידה,צבע,"רוחב בס""מ",אורך או גובה במטר,"סה""כ תצלומים",מקום הוצאה,תאריך התצלום,תאריך הפקה,סוג זיעור,מקומות הקשורים בפריט,סוג מוצג,תאריך הוצאה,מסמכים בתיק,סוג החומר המוצג,סוג פרסום,"עומק בס""מ",xfile?,url,ScanningDAte
32.8191218,34.9983856,17975,מטבחי הפועלים חיפה בעמ,0b07170684af8d3f,משרד הכלכלה והתעשייה,"אגודה נוסדה בשנת 1929, מאזן הכספים לשנים 1932 עד , דו""חות, רווח והפסד ועוד.",,12/1/1932 0:00,12/31/1945 0:00,כללי,,גלוי,תקציב,,חיפה,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011q8k,,גל - 7 / 63839,1,,12/1/1932 0:00,12/31/1945 0:00,262,,,,,,,,,,,חיפה,,,ISA-moital-moital-0011q8k,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684af8d3f,
32.4838889,35.0034441,17976,אגודה חקלאית צרכנית יצרנית בכפר פינס בעמ,0b07170684af994b,משרד הכלכלה והתעשייה,"התכתבויות, שעבודים, שטרי שיעבוד, חוזה ועוד.",,5/30/1948 0:00,10/1/1954 0:00,כללי,,גלוי,,,כפר פינס,,משרד הכלכלה והתעשייה,,ISA-moital-moital-0011qkv,,גל - 1 / 63940,1,,5/30/1948 0:00,10/1/1954 0:00,"695, 1236",,,,,,,,,,,כפר פינס,,,ISA-moital-moital-0011qkv,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684af994b,
31.9295577,34.7990609,17977,פרדס נס ציונה אגודה קואופרטיבית של פרדסנים בעמ,0b07170684afa5e0,משרד הכלכלה והתעשייה,"התכתבויות, תקנון האגודה, פירוק האגודה.",,8/28/1940 0:00,1/2/1956 0:00,כללי,,גלוי,פירוק אגודות שיתופיות,,נס ציונה,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011qxo,,גל - 8 / 63989,1,,8/28/1940 0:00,1/2/1956 0:00,1529,,,,,,,,,,,נס ציונה,,,ISA-moital-moital-0011qxo,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afa5e0,
32.4838889,35.0034441,17979,אגודה צרכנית יצרנית שתופית בכפר פינס בעמ,0b07170684afae0c,משרד הכלכלה והתעשייה,"התכתבויות, דו""ח, מאזן כספים מ-1938-1946.",,12/1/1938 0:00,12/31/1946 0:00,כללי,,גלוי,תקציב,,כפר פינס,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011r5r,,גל - 4 / 64118,1,,12/1/1938 0:00,12/31/1946 0:00,1236,,,,,,,,,,,כפר פינס,,,ISA-moital-moital-0011r5r,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afae0c,
31.9295577,34.7990609,17980,הלואה וחסכון חקלאי נס ציונה אגודה שתופית בעמ,0b07170684afafb5,משרד הכלכלה והתעשייה,"התכתבויות, פרוטוקולים, בחירות להנהלה.",,5/5/1927 0:00,5/19/1946 0:00,כללי,,גלוי,,,נס ציונה,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011r7k,,גל - 7 / 64104,1,,5/5/1927 0:00,5/19/1946 0:00,173,,,,,,,,,,,נס ציונה,,,ISA-moital-moital-0011r7k,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afafb5,
31.9295577,34.7990609,17982,הלואה וחסכון חקלאי נס ציונה אגודה שתופית בעמ,0b07170684afbe38,משרד הכלכלה והתעשייה,"התכתבויות, מאזן כספים החל משנת 1928 ובחירות להנהלה  ועוד.",,7/19/1927 0:00,12/31/1946 0:00,כללי,,גלוי,תקציב,,נס ציונה,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011rm2,,גל - 1 / 64000,1,,7/19/1927 0:00,12/31/1946 0:00,173,,,,,,,,,,,נס ציונה,,,ISA-moital-moital-0011rm2,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afbe38,
17983,הקבוץ המאוחד קבוצת פועלים להתישבות שתופית נס ציונה בעמ,0b07170684afbe7f,משרד הכלכלה והתעשייה,מאזן כספים משנת 1946 עד שנת 1935.,,9/1/1935 0:00,9/30/1946 0:00,כללי,,גלוי,תקציב,,קיבוץ מאוחד,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011rmd,,גל - 10 / 63999,1,,9/1/1935 0:00,9/30/1946 0:00,762,,,,,,,,,,,קיבוץ מאוחד,,,ISA-moital-moital-0011rmd,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afbe7f,,,
33.2074733,35.5707828,17984,אגודה שתופית לעזרה הדדית ולחסכון של עובדי מועצת פועלי קרית שמונה בעמ,0b07170684afc0f5,משרד הכלכלה והתעשייה,"התכתבויות, תקנון האגודה, מאזן כספים.",,8/8/1956 0:00,10/20/1960 0:00,כללי,,גלוי,פירוק אגודות שיתופיות,,קרית שמונה,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011rov,,גל - 9 / 64002,1,,8/8/1956 0:00,10/20/1960 0:00,4791,,,,,,,,,,,קרית שמונה,,,ISA-moital-moital-0011rov,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afc0f5,
31.9295577,34.7990609,17985,שכון אנשי צבא בשרות קבע נס ציונה אגודה שתופית בעמ,0b07170684afc669,משרד הכלכלה והתעשייה,"התכתבויות, רישום האגודה ברשם האגודות, תקנון האגודה.",,5/7/1953 0:00,8/12/1954 0:00,כללי,,גלוי,,,נס ציונה,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011ru9,,גל - 1 / 64099,1,,5/7/1953 0:00,8/12/1954 0:00,4371,,,,,,,,,,,נס ציונה,,,ISA-moital-moital-0011ru9,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afc669,
31.9295577,34.7990609,17986,הלואה וחסכון חקלאי נס ציונה אגודה שתופית בעמ,0b07170684afcc6e,משרד הכלכלה והתעשייה,"התכתבויות בנושא שיעבוד, שטר משכנתא, חוזה, בנק זרובבל, הלוואות.",,5/8/1930 0:00,11/20/1940 0:00,כללי,,גלוי,,,נס ציונה,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011s0d,,גל - 15 / 64255,1,,5/8/1930 0:00,11/20/1940 0:00,173,,,,,,,,,,,נס ציונה,,,ISA-moital-moital-0011s0d,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afcc6e,
32.908312,35.1723837,17987,אחיהוד מושב עובדים להתישבות שתופית בעמ,0b07170684afd15f,משרד הכלכלה והתעשייה,"האגודה נוסדה בשנת 1950, מאזן כספים משנת 1964 עד 1951.",,9/1/1951 0:00,9/1/1964 0:00,כללי,,גלוי,תקציב,,אחיהוד,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011s5f,,גל - 17 / 64008,1,,9/1/1951 0:00,9/1/1964 0:00,"1692, 3705",,,,,,,,,,,אחיהוד,,,ISA-moital-moital-0011s5f,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afd15f,
32.8191218,34.9983856,17988,מטבחי הפועלים חיפה קבוצה קואופרטיבית בעמ,0b07170684afdc96,משרד הכלכלה והתעשייה,"תקנות האגודה, התכתבויות, פרוטוקולים, הסיבות לפירוק מטבחי הפועלים ומאזן הכנסות והוצאות.",,3/1/1930 0:00,4/21/1961 0:00,כללי,,גלוי,פירוק אגודות שיתופיות,,חיפה,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011sgq,,גל - 6 / 64183,1,,3/1/1930 0:00,4/21/1961 0:00,262,,,,,,,,,,,חיפה,,,ISA-moital-moital-0011sgq,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afdc96,
31.9295577,34.7990609,17989,קופת מלוה וחסכון שתופית של העובדים בנס ציונה בעמ,0b07170684afdc98,משרד הכלכלה והתעשייה,"התכתבויות, פרוטוקולים, מאזן כספים ועוד.",,8/29/1930 0:00,10/30/1957 0:00,כללי,,גלוי,תקציב,,נס ציונה,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011sgs,,גל - 9 / 64183,1,,8/29/1930 0:00,10/30/1957 0:00,"269, ג1399",,,,,,,,,,,נס ציונה,,,ISA-moital-moital-0011sgs,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afdc98,
31.3246082,34.6778882,17990,תפרח מושב עובדים של פועלי אגודת ישראל להתישבות חקלאית שתופית בעמ,0b07170684afe2e2,משרד הכלכלה והתעשייה,"התכתבויות, מאזן כספים של האגודה משנת 1951.",,9/1/1951 0:00,9/1/1958 0:00,כללי,,גלוי,תקציב,,תפרח,,רשם האגודות השיתופיות - ממשלת ארץ ישראל,,ISA-moital-moital-0011sn6,,גל - 4 / 64030,1,,9/1/1951 0:00,9/1/1958 0:00,"1690, 3558",,,,,,,,,,,תפרח,,,ISA-moital-moital-0011sn6,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680035627/File/0b07170684afe2e2,
33.2074733,35.5707828,17992,מועצה מקומית - קרית שמונה,0b0717068509f656,משרד החינוך,"מבנים לבתי הספר בקרית שמונה-התכתבויות בין המועצה המקומית בקרית שמונה לבין משרד החינוך בענין מחסור במבנים ומצב פיזי ירוד של מוסדות החינוך באזור, בקשה להוספת כתות לימוד, חדרי מורים, חדרי אוכל ומתקנים סניטריים, דיור למורי בתי הספר והגננות, חוזי שכירות של המועצה עם עמידר, יחסים בין בתי הספר הממלכתיים לממלכתיים הדתיים, שיכון לגני ילדים ועוד.",,2/21/1954 0:00,6/28/1960 0:00,תיק מסמכים,,גלוי,חינוך במחנות העולים,יעקב שריד (1903 - 1976),קרית שמונה,,משרד החינוך,,ISA-education-education-0012yqv,,גל - 11 / 1718,1,,2/21/1954 0:00,6/28/1960 0:00,2017/812,,,,,,,,,,,קרית שמונה,,,0012yqv,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800171a7/File/0b0717068509f656,
31.9279988,34.8623473,18241,מחלקת קבורה - מקומות לקבורה - רמלה (קראים),0b07170687545d1c,המשרד לענייני דתות,"קבורה בקרב עדת הקראים-חידוש רשיון לחברה קדישא לעדת היהודים הקראים ברמלה, גידור בית העלמין שבעמק יהושפט.",,3/12/1973 0:00,3/26/1974 0:00,כללי,,גלוי,קבורה יהודית,,רמלה,,המשרד לענייני דתות,,ISA-ReligiousAffairs-ReligiousAffairs-001idse,,גל - 17 / 12276,1,,3/12/1973 0:00,3/26/1974 0:00,25,,,,,,,,,,,רמלה,,,ISA-ReligiousAffairs-ReligiousAffairs-001idse,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680032237/File/0b07170687545d1c,
31.7889891,35.2113527,18242,"תיק חקירה - פריצה, מתלונן רפאל ועקנין",0b0717068778ed28,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: בנימין דרז'נר, שנת 1939",,12/2/1944 0:00,12/9/1944 0:00,כללי,,גלוי,פשיעה,,מקור ברוך ירושלים,,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kiq6,,מ - 31 / 2438,1,,12/2/1944 0:00,12/9/1944 0:00,121/44,,,,,,,,,,,מקור ברוך ירושלים,,,ISA-MandatoryOrganizations-MandatePolice-001kiq6,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778ed28,
31.7916556,35.2036799,18243,תיק חקירה - גניבה. שם המתלונן: יוסף בן אברהם רוזיו,0b0717068778ee9e,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,שמות מוזכרים: שוטר אברהם שפיגלמטיין,,9/4/1944 0:00,9/6/1944 0:00,כללי,,גלוי,פשיעה,,"רוממה, ירושלים",,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kiqr,,מ - 52 / 2438,1,,9/4/1944 0:00,9/6/1944 0:00,,,,,,,,,,,,"רוממה, ירושלים",,,ISA-MandatoryOrganizations-MandatePolice-001kiqr,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778ee9e,
31.7808338,35.2150815,18244,תיק חקירה - גניבה. שם המתלונן: דב בן אברהם שפירא,0b0717068778eea0,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,,,9/13/1944 0:00,9/13/1944 0:00,כללי,,גלוי,פשיעה,,"בן יהודה, ירושלים",,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kiqt,,מ - 54 / 2438,1,,9/13/1944 0:00,9/13/1944 0:00,514/44,,,,,,,,,,,"בן יהודה, ירושלים",,,ISA-MandatoryOrganizations-MandatePolice-001kiqt,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778eea0,
31.793684,34.645546,18245,תיק חקירה - גניבה. שם המתלוננת: רז'ינה טרב,0b0717068778eea2,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: שוטר מאיר מזרחי, יעקב בן בנימין מזרחי מנחלת ציון, סנדלר, יוסף תביג",,9/2/1944 0:00,9/6/1944 0:00,כללי,,גלוי,פשיעה,,רחוב אבן עזרא 2 ירושלים,,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kiqu,,מ - 55 / 2438,1,,9/2/1944 0:00,9/6/1944 0:00,,,,,,,,,,,,רחוב אבן עזרא 2 ירושלים,,,ISA-MandatoryOrganizations-MandatePolice-001kiqu,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778eea2,
,,,,,,,,,,,,,רחוב אוסישקין מספר 26 ירושלים,,משטרת המנדט - תחנת משטרה ירושלים,,,,,,,,,,,,,,,,,,,,רחוב אוסישקין מספר 26 ירושלים,,,,,,,,,,,
18246,תיק חקירה - תקיפה. שם המתלונן: יצחק מזרחי,0b0717068778eea4,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: עדות של רוברט שפרצר, יצחק בן יוסף מזרחי",,11/4/1944 0:00,4/26/1945 0:00,כללי,,גלוי,פשיעה,,"נחלת אחים, ירושלים",,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kiqw,,מ - 57 / 2438,1,,11/4/1944 0:00,4/26/1945 0:00,690/44,,,,,,,,,,,"נחלת אחים, ירושלים",,,ISA-MandatoryOrganizations-MandatePolice-001kiqw,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778eea4,,,
18247,תיק חקירה- פריצה לבית ספר למל בירושלים מתלוננת יפה אגסי בירנבוים,0b0717068778eea5,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: שוטר מאיר מזרחי, שמעון בן יוסף יאיר, אברהם בן יצחק כהן",,11/15/1944 0:00,11/16/1944 0:00,כללי,,גלוי,פשיעה,,"רח' ישעיהו, זכרון משה, ירושלים",,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kiqx,,מ - 58 / 2438,1,,11/15/1944 0:00,11/16/1944 0:00,,,,,,,,,,,,"רח' ישעיהו, זכרון משה, ירושלים",,,ISA-MandatoryOrganizations-MandatePolice-001kiqx,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778eea5,,,
18248,תיק חקירה - שושנה בת יצחק וינר,0b0717068778eea6,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: שוטר מאיר פרידמן, אלון שפירא, יעקב שפירא, תלמידות בית ספר סוקולוב, בת עמי שפירא, ורדה קפלן מרחוב תחכמוני, שוטר זוטרא רפפורט",,11/25/1944 0:00,11/25/1944 0:00,כללי,,חסוי,פשיעה,,זכריה מספר 4 ירושלים,,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kiqy,,מ - 59 / 2438,,,11/25/1944 0:00,11/25/1944 0:00,,,,,,,,,,,,צפניה 26 ירושלים,,,,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778eea6,,,
31.7913054,35.2168464,,,,,,,,,,,,,,צפניה 26 ירושלים,,משטרת המנדט - תחנת משטרה ירושלים,,,,,,,,,,,,,,,,,,,,זכריה מספר 4 ירושלים,,,,,,,,,
18249,תיק חקירה - גניבה. שם המתלונן שמואל נפתלי בכר,0b0717068778eea7,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: שוטר יעקב חזן, קיטי קראבי",,12/22/1944 0:00,12/22/1944 0:00,כללי,,גלוי,פשיעה,,"רח' יפו, ירושלים",,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kiqz,,מ - 60 / 2438,1,,12/22/1944 0:00,12/22/1944 0:00,789/44,,,,,,,,,,,"רח' יפו, ירושלים",,,ISA-MandatoryOrganizations-MandatePolice-001kiqz,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778eea7,,,
31.7916556,35.2036799,18250,תחנת משטרה ירושלים. תיק חקירה - גניבה. שם המתלוננת: עליזה שטרית,0b0717068778f407,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"רוממה ירושלים. גניבה מביתה של עליזה שטרית בתו של בכור שטרית, שר המשטרה הראשון. יוסף שטרית",,2/13/1945 0:00,4/29/1945 0:00,כללי,,גלוי,פשיעה,בכור שלום שטרית (1895 - 1967),"רוממה, ירושלים",,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kirh,,מ - 5 / 2439,1,,2/13/1945 0:00,4/29/1945 0:00,148/45,,,,,,,,,,,"רוממה, ירושלים",,,ISA-MandatoryOrganizations-MandatePolice-001kirh,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778f407,
31.7789979,35.1894235,18251,תיק חקירה - פריצה. מתלונן מרטין גולדשמידט,0b0717068778f409,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: שוטר יהושע ויסמן, אלחנן בורך - נוטר",,6/8/1945 0:00,6/8/1945 0:00,כללי,,גלוי,פשיעה,,בית הכרם ירושלים,,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kirj,,מ - 7 / 2439,1,,6/8/1945 0:00,6/8/1945 0:00,511/45,,,,,,,,,,,בית הכרם ירושלים,,,ISA-MandatoryOrganizations-MandatePolice-001kirj,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778f409,
,,,,,,,,,,,,,רחוב הגיא ורחוב החלוץ,,משטרת המנדט - תחנת משטרה ירושלים,,,,,,,,,,,,,,,,,,,,רחוב הגיא ורחוב החלוץ,,,,,,,,,,,
18252,תיק חקירה - פריצה לחנות. מתלונן רפאל יעקובוביץ,0b0717068778f654,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,שמות מוזכרים: תמר בת רפאל יעקובוביץ,,12/12/1944 0:00,12/12/1944 0:00,כללי,,גלוי,פשיעה,,רחוב אגריפס,,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kir0,,מ - 61 / 2438,1,,12/12/1944 0:00,12/12/1944 0:00,746/44,,,,,,,,,,,רחוב יפו ירושלים,,,ISA-MandatoryOrganizations-MandatePolice-001kir0,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778f654,,,
,,,,,,,,,,,,,רחוב יפו ירושלים,,משטרת המנדט - תחנת משטרה ירושלים,,,,,,,,,,,,,,,,,,,,רחוב אגריפס,,,,,,,,,,,
31.7911185,35.1931023,18253,תיק חקירה - פריצה וגניבה לבית חרושת.,0b0717068778f655,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: ד""ר יצחק דב ברנר",,12/9/1944 0:00,12/12/1944 0:00,כללי,,גלוי,פשיעה,,"גבעת שאול, ירושלים",,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kir1,,מ - 62 / 2438,1,,12/9/1944 0:00,12/12/1944 0:00,737/44,,,,,,,,,,,"שכ' מונטיפיורי החדשה, ירושלים",,,ISA-MandatoryOrganizations-MandatePolice-001kir1,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778f655,
,,,,,,,,,,,,,"שכ' מונטיפיורי החדשה, ירושלים",,משטרת המנדט - תחנת משטרה ירושלים,,,,,,,,,,,,,,,,,,,,"גבעת שאול, ירושלים",,,,,,,,,,,
31.7911185,35.1931023,18254,תיק חקירה - גניבה. שם המתלונן: מרדכי מילר,0b0717068778f656,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: חנה מילר, וואלף עמנואל רוזנצוויג, מילר מרדכי, יעקב חזן",,12/1/1944 0:00,12/31/1944 0:00,כללי,,גלוי,פשיעה,,"גבעת שאול, ירושלים",,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kir2,,מ - 63 / 2438,1,,12/1/1944 0:00,12/31/1944 0:00,144/44,,,,,,,,,,,"גבעת שאול, ירושלים",,,ISA-MandatoryOrganizations-MandatePolice-001kir2,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778f656,
31.7838794,35.2176438,18255,תיק חקירה - גניבת צינורות ברזל לכביסה,0b0717068778f657,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: לביה חזקאל, שמואל ישעיה,",,12/9/1944 0:00,12/10/1944 0:00,כללי,,גלוי,פשיעה,,"עזרת ישראל, ירושלים",,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kir3,,מ - 64 / 2438,1,,12/9/1944 0:00,12/10/1944 0:00,738/44,,,,,,,,,,,"עזרת ישראל, ירושלים",,,ISA-MandatoryOrganizations-MandatePolice-001kir3,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778f657,
31.7916556,35.2036799,18257,תיק חקירה -גניבה. מתלנונן: עלי סאממן נג'ר,0b0717068778f659,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים:  גניה טרנכטנבאום (טרנכטנברוט) מרוממה, שוטר מאיר פרידמן",,12/12/1944 0:00,12/12/1944 0:00,כללי,,גלוי,פשיעה,,"רוממה, ירושלים",,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kir5,,מ - 66 / 2438,1,,12/12/1944 0:00,12/12/1944 0:00,751/44,,,,,,,,,,,"רוממה, ירושלים",,,ISA-MandatoryOrganizations-MandatePolice-001kir5,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778f659,
31.775919,35.2127326,18258,תיק חקירה - גניבה. מתלונן יצחק ששון,0b0717068778f65a,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,,,12/14/1944 0:00,12/23/1944 0:00,כללי,,גלוי,פשיעה,,אוסישקין 17 ירושלים,,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kir6,,מ - 67 / 2438,1,,12/14/1944 0:00,12/23/1944 0:00,755/44,,,,,,,,,,,אוסישקין 17 ירושלים,,,ISA-MandatoryOrganizations-MandatePolice-001kir6,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778f65a,
31.7747346,35.2164237,18259,תיק חקירה - גניבה. מתלוננת נורברט דרימר,0b0717068778f65c,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,שמות מוזכרים: דינה בת אברהם חלפון מנחלת אחים,,12/15/1944 0:00,12/15/1944 0:00,כללי,,גלוי,פשיעה,,רמבן 11 ירושלים,,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kir8,,מ - 69 / 2438,1,,12/15/1944 0:00,12/15/1944 0:00,758/44,,,,,,,,,,,רמבן 11 ירושלים,,,ISA-MandatoryOrganizations-MandatePolice-001kir8,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778f65c,
31.7789979,35.1894235,18260,"תיק חקירה - גניבה, מתלונן ד""ר מאיר כהן עיראקי מבית הכרם",0b0717068778f65d,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,שמות מוזכרים: אישתו של המתלונן עדה כהן עיראקי,,12/15/1944 0:00,12/17/1944 0:00,כללי,,גלוי,פשיעה,,"בית הכרם, ירושלים",,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kir9,,מ - 70 / 2438,1,,12/15/1944 0:00,12/17/1944 0:00,533/41,,,,,,,,,,,"בית הכרם, ירושלים",,,ISA-MandatoryOrganizations-MandatePolice-001kir9,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b0717068778f65d,
18262,"תיק חקירה - גרימת נזק לרכוש, גניבה, ברחוב בצלאל בירושלים. מתלוננת: לוטה בייט",0b07170687790098,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: אריקה לווינשטיין, יונה בן זאב שכטר, מלי מזור, יונה סקטר,  לוטה בייט, שפרה שכטר, אברהם מדור",,1/5/1945 0:00,1/18/1945 0:00,כללי,,גלוי,פשיעה,,רחוב אלפסי 21 ירושלים,,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kirl,,מ - 9 / 2439,1,,1/5/1945 0:00,1/18/1945 0:00,רחוב אלפסי 21 ירושלים,,,,,,,,,,,,,,ISA-MandatoryOrganizations-MandatePolice-001kirl,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b07170687790098,,,
18263,תיק חקירה - גניבה. מתלוננת: אולגה גאנז,0b07170687790099,גופים מנדטורים/משטרה - ממשלת ארץ ישראל,"שמות מוזכרים: יוסף מזרחי, קורט גאנז'",,1/4/1945 0:00,1/29/1945 0:00,כללי,,גלוי,פשיעה,,אברבנאל מספר 11 ירושלים,,משטרה - ממשלת ארץ ישראל,,ISA-MandatoryOrganizations-MandatePolice-001kirm,,מ - 10 / 2439,1,,1/4/1945 0:00,1/29/1945 0:00,,,,,,,,,,,,אברבנאל מספר 11 ירושלים,,,ISA-MandatoryOrganizations-MandatePolice-001kirm,,,,,https://www.archives.gov.il/archives/#/Archive/0b07170680022595/File/0b07170687790099,,,
,,,,,,,,,,,,,"רחוב אהרון 3  רחביה, ירושלים",,משטרת המנדט - תחנת משטרה ירושלים,,,,,,,,,,,,,,,,,,,,"רחוב אהרון 3  רחביה, ירושלים",,,,,,,,,,,
